Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
45,44,6,5,40,39,43,Train/43/00043_00059_00018.png
45,44,6,5,40,39,43,Train/43/00043_00059_00019.png
47,47,6,6,42,42,43,Train/43/00043_00059_00020.png
47,47,6,6,42,42,43,Train/43/00043_00059_00021.png
47,47,6,6,42,42,43,Train/43/00043_00059_00022.png
50,50,6,6,45,45,43,Train/43/00043_00059_00023.png
52,52,5,5,47,47,43,Train/43/00043_00059_00024.png
54,54,5,5,49,49,43,Train/43/00043_00059_00025.png
56,57,5,6,51,52,43,Train/43/00043_00059_00026.png
57,57,6,6,52,52,43,Train/43/00043_00059_00027.png
59,58,6,5,54,53,43,Train/43/00043_00059_00028.png
61,60,6,5,56,55,43,Train/43/00043_00060_00000.png
29,25,6,5,24,20,43,Train/43/00043_00060_00001.png
31,29,6,6,26,23,43,Train/43/00043_00060_00002.png
33,29,6,5,28,24,43,Train/43/00043_00060_00003.png
35,33,6,6,30,27,43,Train/43/00043_00060_00004.png
35,33,5,6,29,27,43,Train/43/00043_00060_00005.png
37,32,6,5,31,27,43,Train/43/00043_00060_00006.png
37,34,6,6,32,29,43,Train/43/00043_00060_00007.png
37,33,6,5,32,28,43,Train/43/00043_00060_00008.png
37,34,5,5,32,29,43,Train/43/00043_00060_00009.png
38,35,5,6,33,30,43,Train/43/00043_00060_00010.png
40,35,6,5,35,30,43,Train/43/00043_00060_00011.png
40,37,5,6,35,32,43,Train/43/00043_00060_00012.png
42,37,6,5,36,31,43,Train/43/00043_00060_00013.png
42,38,5,5,36,32,43,Train/43/00043_00060_00014.png
44,40,6,6,38,34,43,Train/43/00043_00060_00015.png
44,40,6,6,39,35,43,Train/43/00043_00060_00016.png
45,41,5,5,40,35,43,Train/43/00043_00060_00017.png
47,43,5,6,41,37,43,Train/43/00043_00060_00018.png
49,44,6,5,44,38,43,Train/43/00043_00060_00019.png
51,46,6,5,46,40,43,Train/43/00043_00060_00020.png
54,48,6,6,49,43,43,Train/43/00043_00060_00021.png
57,50,6,5,52,45,43,Train/43/00043_00060_00022.png
58,52,5,5,53,47,43,Train/43/00043_00060_00023.png
63,55,6,5,57,50,43,Train/43/00043_00060_00024.png
64,57,5,5,59,52,43,Train/43/00043_00060_00025.png
71,62,7,5,65,56,43,Train/43/00043_00060_00026.png
75,69,6,7,69,62,43,Train/43/00043_00060_00027.png
81,71,8,7,74,65,43,Train/43/00043_00060_00028.png
88,77,7,7,80,71,43,Train/43/00043_00061_00000.png
95,84,8,8,87,77,43,Train/43/00043_00061_00001.png
28,25,5,5,23,20,43,Train/43/00043_00061_00002.png
30,27,5,5,25,22,43,Train/43/00043_00061_00003.png
31,28,6,6,26,23,43,Train/43/00043_00061_00004.png
30,28,5,6,25,23,43,Train/43/00043_00061_00005.png
30,28,5,6,25,23,43,Train/43/00043_00061_00006.png
31,27,5,5,25,22,43,Train/43/00043_00061_00007.png
31,30,5,6,26,24,43,Train/43/00043_00061_00008.png
31,29,6,6,26,24,43,Train/43/00043_00061_00009.png
32,30,6,6,26,25,43,Train/43/00043_00061_00010.png
33,31,6,5,27,25,43,Train/43/00043_00061_00011.png
35,32,6,5,29,26,43,Train/43/00043_00061_00012.png
35,32,5,5,29,27,43,Train/43/00043_00061_00013.png
37,34,6,5,31,28,43,Train/43/00043_00061_00014.png
37,35,6,6,32,30,43,Train/43/00043_00061_00015.png
39,36,6,6,33,31,43,Train/43/00043_00061_00016.png
40,38,5,6,34,33,43,Train/43/00043_00061_00017.png
42,38,6,5,36,33,43,Train/43/00043_00061_00018.png
42,41,5,6,37,36,43,Train/43/00043_00061_00019.png
45,43,6,6,40,38,43,Train/43/00043_00061_00020.png
47,45,6,6,42,40,43,Train/43/00043_00061_00021.png
48,46,6,6,43,41,43,Train/43/00043_00061_00022.png
50,48,5,5,45,43,43,Train/43/00043_00061_00023.png
52,48,6,6,47,43,43,Train/43/00043_00061_00024.png
57,53,5,5,52,48,43,Train/43/00043_00061_00025.png
58,54,6,6,53,49,43,Train/43/00043_00061_00026.png
62,59,5,6,57,54,43,Train/43/00043_00061_00027.png
71,59,6,5,65,54,43,Train/43/00043_00061_00028.png
73,73,6,7,67,67,43,Train/43/00043_00062_00000.png
86,76,7,6,79,70,43,Train/43/00043_00062_00001.png
99,88,9,8,91,81,43,Train/43/00043_00062_00002.png
27,26,5,5,22,20,43,Train/43/00043_00062_00003.png
28,27,5,6,23,22,43,Train/43/00043_00062_00004.png
29,26,6,5,24,21,43,Train/43/00043_00062_00005.png
28,27,5,6,23,22,43,Train/43/00043_00062_00006.png
28,26,5,5,23,21,43,Train/43/00043_00062_00007.png
31,27,6,5,26,22,43,Train/43/00043_00062_00008.png
31,28,6,6,26,23,43,Train/43/00043_00062_00009.png
31,28,6,6,26,23,43,Train/43/00043_00062_00010.png
31,29,5,6,26,24,43,Train/43/00043_00062_00011.png
34,32,6,6,29,26,43,Train/43/00043_00062_00012.png
36,33,5,6,31,28,43,Train/43/00043_00062_00013.png
37,34,5,6,32,29,43,Train/43/00043_00062_00014.png
38,34,5,6,32,29,43,Train/43/00043_00062_00015.png
40,34,6,6,34,29,43,Train/43/00043_00062_00016.png
39,34,5,5,34,29,43,Train/43/00043_00062_00017.png
42,36,6,5,37,31,43,Train/43/00043_00062_00018.png
45,39,6,5,40,34,43,Train/43/00043_00062_00019.png
47,42,5,5,41,36,43,Train/43/00043_00062_00020.png
50,45,5,5,45,40,43,Train/43/00043_00062_00021.png
55,49,6,5,49,43,43,Train/43/00043_00062_00022.png
56,51,6,6,51,46,43,Train/43/00043_00062_00023.png
59,54,5,5,54,49,43,Train/43/00043_00062_00024.png
64,57,6,5,59,52,43,Train/43/00043_00062_00025.png
70,61,6,5,64,56,43,Train/43/00043_00062_00026.png
76,69,6,6,70,63,43,Train/43/00043_00062_00027.png
86,75,8,6,79,69,43,Train/43/00043_00062_00028.png
97,87,8,7,89,80,43,Train/43/00043_00063_00000.png
111,100,9,8,102,92,43,Train/43/00043_00063_00001.png
131,119,12,11,120,109,43,Train/43/00043_00063_00002.png
166,152,15,14,152,139,43,Train/43/00043_00063_00003.png
29,31,5,6,24,26,43,Train/43/00043_00063_00004.png
31,30,6,5,25,25,43,Train/43/00043_00063_00005.png
31,31,5,6,26,26,43,Train/43/00043_00063_00006.png
33,31,6,5,28,25,43,Train/43/00043_00063_00007.png
34,32,5,6,29,27,43,Train/43/00043_00063_00008.png
36,33,6,6,30,27,43,Train/43/00043_00063_00009.png
37,34,6,6,32,29,43,Train/43/00043_00063_00010.png
37,34,5,5,31,28,43,Train/43/00043_00063_00011.png
38,36,5,6,33,31,43,Train/43/00043_00063_00012.png
38,35,5,5,33,30,43,Train/43/00043_00063_00013.png
40,37,5,6,35,32,43,Train/43/00043_00063_00014.png
41,37,5,5,36,31,43,Train/43/00043_00063_00015.png
43,39,5,6,37,33,43,Train/43/00043_00063_00016.png
44,39,6,6,39,34,43,Train/43/00043_00063_00017.png
44,39,5,5,39,34,43,Train/43/00043_00063_00018.png
45,41,5,6,40,35,43,Train/43/00043_00063_00019.png
47,41,6,6,42,36,43,Train/43/00043_00063_00020.png
44,42,5,6,39,37,43,Train/43/00043_00063_00021.png
45,42,5,6,40,37,43,Train/43/00043_00063_00022.png
50,42,6,5,45,37,43,Train/43/00043_00063_00023.png
50,43,5,5,45,38,43,Train/43/00043_00063_00024.png
51,44,5,5,46,39,43,Train/43/00043_00063_00025.png
54,46,6,6,48,41,43,Train/43/00043_00063_00026.png
55,47,6,5,50,42,43,Train/43/00043_00063_00027.png
57,49,6,6,51,44,43,Train/43/00043_00063_00028.png
59,51,6,6,53,46,43,Train/43/00043_00064_00000.png
59,52,5,6,54,47,43,Train/43/00043_00064_00001.png
63,54,6,5,58,48,43,Train/43/00043_00064_00002.png
65,56,6,6,59,51,43,Train/43/00043_00064_00003.png
69,58,6,5,63,53,43,Train/43/00043_00064_00004.png
33,32,5,5,28,27,43,Train/43/00043_00064_00005.png
33,33,5,6,28,28,43,Train/43/00043_00064_00006.png
35,35,6,6,30,29,43,Train/43/00043_00064_00007.png
35,35,5,6,30,30,43,Train/43/00043_00064_00008.png
36,34,6,5,31,29,43,Train/43/00043_00064_00009.png
36,36,5,6,31,31,43,Train/43/00043_00064_00010.png
38,37,6,6,33,32,43,Train/43/00043_00064_00011.png
38,37,6,6,33,32,43,Train/43/00043_00064_00012.png
38,37,5,5,33,32,43,Train/43/00043_00064_00013.png
39,39,5,6,34,34,43,Train/43/00043_00064_00014.png
41,40,5,6,36,35,43,Train/43/00043_00064_00015.png
43,40,6,6,38,35,43,Train/43/00043_00064_00016.png
44,41,6,6,39,36,43,Train/43/00043_00064_00017.png
44,42,6,5,39,37,43,Train/43/00043_00064_00018.png
45,44,6,6,40,39,43,Train/43/00043_00064_00019.png
47,46,5,6,42,41,43,Train/43/00043_00064_00020.png
49,46,6,5,44,41,43,Train/43/00043_00064_00021.png
50,48,6,6,45,43,43,Train/43/00043_00064_00022.png
52,51,5,6,47,46,43,Train/43/00043_00064_00023.png
55,52,6,5,50,47,43,Train/43/00043_00064_00024.png
56,53,6,5,51,48,43,Train/43/00043_00064_00025.png
58,57,5,6,53,52,43,Train/43/00043_00064_00026.png
61,59,6,6,56,53,43,Train/43/00043_00064_00027.png
63,59,6,5,58,54,43,Train/43/00043_00064_00028.png
68,65,6,6,62,60,43,Train/43/00043_00065_00000.png
72,71,7,7,66,64,43,Train/43/00043_00065_00001.png
81,77,8,7,74,71,43,Train/43/00043_00065_00002.png
87,81,8,7,80,74,43,Train/43/00043_00065_00003.png
92,85,8,7,84,78,43,Train/43/00043_00065_00004.png
105,99,10,8,96,91,43,Train/43/00043_00065_00005.png
34,34,5,6,29,29,43,Train/43/00043_00065_00006.png
35,34,5,5,29,28,43,Train/43/00043_00065_00007.png
37,35,6,5,32,29,43,Train/43/00043_00065_00008.png
38,36,6,6,33,31,43,Train/43/00043_00065_00009.png
38,37,6,6,33,31,43,Train/43/00043_00065_00010.png
39,38,5,6,33,32,43,Train/43/00043_00065_00011.png
39,38,5,6,34,33,43,Train/43/00043_00065_00012.png
40,38,6,5,35,32,43,Train/43/00043_00065_00013.png
42,39,6,6,37,34,43,Train/43/00043_00065_00014.png
42,39,5,5,37,34,43,Train/43/00043_00065_00015.png
43,41,5,6,38,36,43,Train/43/00043_00065_00016.png
45,43,5,6,40,38,43,Train/43/00043_00065_00017.png
46,44,5,6,41,39,43,Train/43/00043_00065_00018.png
48,45,6,6,43,40,43,Train/43/00043_00065_00019.png
49,47,5,5,44,41,43,Train/43/00043_00065_00020.png
51,49,6,6,46,44,43,Train/43/00043_00065_00021.png
53,51,6,6,48,45,43,Train/43/00043_00065_00022.png
54,51,6,5,49,46,43,Train/43/00043_00065_00023.png
57,54,6,6,51,49,43,Train/43/00043_00065_00024.png
58,56,5,6,53,51,43,Train/43/00043_00065_00025.png
62,58,5,5,57,53,43,Train/43/00043_00065_00026.png
64,61,5,6,58,56,43,Train/43/00043_00065_00027.png
67,64,6,6,61,59,43,Train/43/00043_00065_00028.png
73,71,6,6,67,65,43,Train/43/00043_00066_00000.png
77,75,7,7,71,69,43,Train/43/00043_00066_00001.png
83,80,8,8,76,73,43,Train/43/00043_00066_00002.png
92,86,8,7,84,79,43,Train/43/00043_00066_00003.png
100,95,9,9,92,87,43,Train/43/00043_00066_00004.png
106,99,10,9,97,91,43,Train/43/00043_00066_00005.png
117,118,7,11,107,108,43,Train/43/00043_00066_00006.png
29,29,6,6,24,24,43,Train/43/00043_00066_00007.png
29,29,6,6,24,24,43,Train/43/00043_00066_00008.png
31,31,6,6,26,26,43,Train/43/00043_00066_00009.png
30,31,5,6,25,26,43,Train/43/00043_00066_00010.png
32,33,5,6,27,28,43,Train/43/00043_00066_00011.png
32,33,5,6,27,28,43,Train/43/00043_00066_00012.png
33,32,6,5,28,27,43,Train/43/00043_00066_00013.png
33,33,6,6,28,28,43,Train/43/00043_00066_00014.png
34,33,6,5,29,28,43,Train/43/00043_00066_00015.png
33,34,5,6,28,29,43,Train/43/00043_00066_00016.png
33,34,5,6,28,29,43,Train/43/00043_00066_00017.png
36,35,6,5,31,30,43,Train/43/00043_00066_00018.png
36,36,5,5,31,31,43,Train/43/00043_00066_00019.png
36,37,5,6,31,32,43,Train/43/00043_00066_00020.png
37,37,6,6,32,32,43,Train/43/00043_00066_00021.png
37,37,6,6,32,32,43,Train/43/00043_00066_00022.png
41,41,6,6,36,36,43,Train/43/00043_00066_00023.png
41,41,6,6,36,36,43,Train/43/00043_00066_00024.png
41,40,6,5,36,35,43,Train/43/00043_00066_00025.png
40,41,5,6,35,36,43,Train/43/00043_00066_00026.png
41,40,6,5,36,35,43,Train/43/00043_00066_00027.png
40,41,5,6,35,36,43,Train/43/00043_00066_00028.png
40,40,5,5,35,35,43,Train/43/00043_00067_00000.png
42,42,5,5,37,37,43,Train/43/00043_00067_00001.png
44,44,6,6,39,39,43,Train/43/00043_00067_00002.png
47,46,6,5,42,41,43,Train/43/00043_00067_00003.png
48,49,5,6,43,44,43,Train/43/00043_00067_00004.png
52,53,5,6,47,48,43,Train/43/00043_00067_00005.png
54,55,5,6,49,50,43,Train/43/00043_00067_00006.png
58,58,5,5,53,53,43,Train/43/00043_00067_00007.png
28,26,5,6,22,21,43,Train/43/00043_00067_00008.png
28,26,5,5,22,20,43,Train/43/00043_00067_00009.png
30,28,6,6,24,22,43,Train/43/00043_00067_00010.png
30,29,5,6,25,24,43,Train/43/00043_00067_00011.png
30,29,5,6,25,24,43,Train/43/00043_00067_00012.png
32,29,6,5,27,24,43,Train/43/00043_00067_00013.png
32,29,5,5,26,24,43,Train/43/00043_00067_00014.png
32,31,5,6,27,26,43,Train/43/00043_00067_00015.png
33,30,6,5,28,25,43,Train/43/00043_00067_00016.png
33,31,5,5,27,25,43,Train/43/00043_00067_00017.png
35,32,6,5,30,27,43,Train/43/00043_00067_00018.png
36,33,5,5,30,28,43,Train/43/00043_00067_00019.png
38,35,6,6,33,30,43,Train/43/00043_00067_00020.png
39,35,6,5,33,29,43,Train/43/00043_00067_00021.png
40,37,6,6,34,31,43,Train/43/00043_00067_00022.png
40,37,5,6,34,32,43,Train/43/00043_00067_00023.png
40,38,5,5,35,32,43,Train/43/00043_00067_00024.png
43,40,6,6,38,35,43,Train/43/00043_00067_00025.png
44,42,6,6,39,36,43,Train/43/00043_00067_00026.png
46,42,6,5,41,37,43,Train/43/00043_00067_00027.png
48,44,6,5,43,39,43,Train/43/00043_00067_00028.png
49,47,5,6,44,42,43,Train/43/00043_00068_00000.png
49,47,5,6,44,42,43,Train/43/00043_00068_00001.png
51,48,5,5,46,43,43,Train/43/00043_00068_00002.png
51,48,5,5,46,43,43,Train/43/00043_00068_00003.png
53,50,6,6,48,45,43,Train/43/00043_00068_00004.png
55,51,6,5,50,46,43,Train/43/00043_00068_00005.png
59,55,5,6,54,50,43,Train/43/00043_00068_00006.png
68,60,7,5,62,55,43,Train/43/00043_00068_00007.png
74,67,7,6,68,61,43,Train/43/00043_00068_00008.png
27,25,6,5,22,20,43,Train/43/00043_00068_00009.png
27,27,6,6,22,21,43,Train/43/00043_00068_00010.png
28,28,5,6,22,22,43,Train/43/00043_00068_00011.png
29,27,5,5,23,22,43,Train/43/00043_00068_00012.png
30,28,6,5,25,22,43,Train/43/00043_00068_00013.png
30,28,6,6,25,23,43,Train/43/00043_00068_00014.png
31,29,6,6,26,24,43,Train/43/00043_00068_00015.png
32,30,5,6,26,25,43,Train/43/00043_00068_00016.png
33,31,6,5,28,25,43,Train/43/00043_00068_00017.png
35,31,6,5,29,25,43,Train/43/00043_00068_00018.png
35,32,5,6,29,27,43,Train/43/00043_00068_00019.png
35,34,5,6,30,28,43,Train/43/00043_00068_00020.png
37,35,5,6,31,29,43,Train/43/00043_00068_00021.png
38,36,5,6,32,30,43,Train/43/00043_00068_00022.png
39,36,5,5,33,30,43,Train/43/00043_00068_00023.png
41,38,6,6,35,32,43,Train/43/00043_00068_00024.png
41,39,5,6,36,33,43,Train/43/00043_00068_00025.png
43,40,6,6,38,34,43,Train/43/00043_00068_00026.png
45,42,5,6,40,36,43,Train/43/00043_00068_00027.png
49,44,6,6,44,39,43,Train/43/00043_00068_00028.png
50,44,6,5,45,39,43,Train/43/00043_00069_00000.png
52,46,5,5,47,40,43,Train/43/00043_00069_00001.png
55,49,5,5,50,43,43,Train/43/00043_00069_00002.png
60,52,6,5,54,46,43,Train/43/00043_00069_00003.png
62,55,5,6,57,50,43,Train/43/00043_00069_00004.png
67,57,6,6,61,52,43,Train/43/00043_00069_00005.png
72,60,6,5,65,55,43,Train/43/00043_00069_00006.png
76,66,6,6,69,60,43,Train/43/00043_00069_00007.png
84,71,8,6,76,64,43,Train/43/00043_00069_00008.png
89,75,8,6,81,69,43,Train/43/00043_00069_00009.png
27,27,6,6,22,22,43,Train/43/00043_00069_00010.png
27,27,6,6,22,22,43,Train/43/00043_00069_00011.png
26,27,5,6,21,22,43,Train/43/00043_00069_00012.png
27,28,5,6,22,23,43,Train/43/00043_00069_00013.png
27,28,5,6,22,23,43,Train/43/00043_00069_00014.png
28,28,6,6,23,23,43,Train/43/00043_00069_00015.png
27,28,5,6,22,23,43,Train/43/00043_00069_00016.png
27,28,5,6,22,23,43,Train/43/00043_00069_00017.png
27,28,5,6,22,23,43,Train/43/00043_00069_00018.png
28,28,5,5,23,23,43,Train/43/00043_00069_00019.png
27,27,5,5,22,22,43,Train/43/00043_00069_00020.png
28,29,5,6,23,24,43,Train/43/00043_00069_00021.png
28,28,5,5,23,23,43,Train/43/00043_00069_00022.png
30,30,5,5,25,25,43,Train/43/00043_00069_00023.png
30,30,5,5,25,25,43,Train/43/00043_00069_00024.png
31,32,5,6,25,27,43,Train/43/00043_00069_00025.png
33,32,6,5,28,27,43,Train/43/00043_00069_00026.png
34,35,5,6,29,30,43,Train/43/00043_00069_00027.png
38,36,6,5,33,31,43,Train/43/00043_00069_00028.png
40,39,5,6,35,34,43,Train/43/00043_00070_00000.png
41,41,5,6,36,35,43,Train/43/00043_00070_00001.png
44,42,5,5,38,36,43,Train/43/00043_00070_00002.png
48,45,6,5,43,40,43,Train/43/00043_00070_00003.png
53,50,6,6,47,45,43,Train/43/00043_00070_00004.png
57,55,5,6,52,50,43,Train/43/00043_00070_00005.png
63,60,5,5,58,55,43,Train/43/00043_00070_00006.png
74,71,7,7,68,65,43,Train/43/00043_00070_00007.png
88,84,8,7,81,77,43,Train/43/00043_00070_00008.png
106,100,10,8,97,92,43,Train/43/00043_00070_00009.png
124,119,11,10,114,109,43,Train/43/00043_00070_00010.png
30,30,5,5,25,25,43,Train/43/00043_00070_00011.png
30,31,5,6,25,26,43,Train/43/00043_00070_00012.png
30,30,5,5,25,25,43,Train/43/00043_00070_00013.png
30,31,5,6,25,26,43,Train/43/00043_00070_00014.png
31,31,5,5,26,26,43,Train/43/00043_00070_00015.png
32,31,6,5,27,26,43,Train/43/00043_00070_00016.png
32,31,6,5,27,26,43,Train/43/00043_00070_00017.png
32,33,5,6,27,28,43,Train/43/00043_00070_00018.png
34,35,5,6,29,30,43,Train/43/00043_00070_00019.png
35,34,6,5,30,29,43,Train/43/00043_00070_00020.png
34,34,5,5,29,29,43,Train/43/00043_00070_00021.png
35,35,6,6,30,30,43,Train/43/00043_00070_00022.png
35,35,5,5,30,30,43,Train/43/00043_00070_00023.png
36,36,6,6,31,31,43,Train/43/00043_00070_00024.png
36,36,6,6,31,31,43,Train/43/00043_00070_00025.png
40,40,6,6,35,35,43,Train/43/00043_00070_00026.png
39,40,5,6,34,35,43,Train/43/00043_00070_00027.png
40,40,6,6,35,35,43,Train/43/00043_00070_00028.png
40,40,5,5,35,35,43,Train/43/00043_00071_00000.png
41,40,6,5,36,35,43,Train/43/00043_00071_00001.png
42,43,5,6,37,38,43,Train/43/00043_00071_00002.png
44,44,5,5,39,39,43,Train/43/00043_00071_00003.png
45,45,6,6,40,40,43,Train/43/00043_00071_00004.png
48,48,5,5,43,43,43,Train/43/00043_00071_00005.png
50,50,5,5,45,45,43,Train/43/00043_00071_00006.png
53,53,6,6,48,48,43,Train/43/00043_00071_00007.png
55,55,6,6,50,50,43,Train/43/00043_00071_00008.png
61,61,6,6,56,56,43,Train/43/00043_00071_00009.png
73,72,7,6,67,66,43,Train/43/00043_00071_00010.png
76,76,6,6,70,70,43,Train/43/00043_00071_00011.png
36,36,5,5,31,31,43,Train/43/00043_00071_00012.png
37,36,6,5,32,31,43,Train/43/00043_00071_00013.png
36,36,5,5,31,31,43,Train/43/00043_00071_00014.png
37,36,6,5,32,31,43,Train/43/00043_00071_00015.png
38,38,6,6,33,33,43,Train/43/00043_00071_00016.png
39,38,6,5,34,33,43,Train/43/00043_00071_00017.png
39,40,5,6,34,35,43,Train/43/00043_00071_00018.png
39,40,5,6,34,35,43,Train/43/00043_00071_00019.png
39,39,5,5,34,34,43,Train/43/00043_00071_00020.png
40,40,6,6,35,35,43,Train/43/00043_00071_00021.png
39,40,5,6,34,35,43,Train/43/00043_00071_00022.png
40,40,6,6,35,35,43,Train/43/00043_00071_00023.png
40,40,6,6,35,35,43,Train/43/00043_00071_00024.png
39,39,5,5,34,34,43,Train/43/00043_00071_00025.png
43,42,6,5,38,37,43,Train/43/00043_00071_00026.png
43,43,6,6,38,38,43,Train/43/00043_00071_00027.png
43,42,6,5,38,37,43,Train/43/00043_00071_00028.png
43,43,6,6,38,38,43,Train/43/00043_00072_00000.png
45,44,6,5,40,39,43,Train/43/00043_00072_00001.png
45,44,6,5,40,39,43,Train/43/00043_00072_00002.png
47,47,6,6,42,42,43,Train/43/00043_00072_00003.png
47,47,6,6,42,42,43,Train/43/00043_00072_00004.png
47,47,6,6,42,42,43,Train/43/00043_00072_00005.png
50,50,6,6,45,45,43,Train/43/00043_00072_00006.png
52,52,5,5,47,47,43,Train/43/00043_00072_00007.png
54,54,5,5,49,49,43,Train/43/00043_00072_00008.png
56,57,5,6,51,52,43,Train/43/00043_00072_00009.png
57,57,6,6,52,52,43,Train/43/00043_00072_00010.png
59,58,6,5,54,53,43,Train/43/00043_00072_00011.png
61,60,6,5,56,55,43,Train/43/00043_00072_00012.png
29,25,6,5,24,20,43,Train/43/00043_00072_00013.png
31,29,6,6,26,23,43,Train/43/00043_00072_00014.png
33,29,6,5,28,24,43,Train/43/00043_00072_00015.png
35,33,6,6,30,27,43,Train/43/00043_00072_00016.png
35,33,5,6,29,27,43,Train/43/00043_00072_00017.png
37,32,6,5,31,27,43,Train/43/00043_00072_00018.png
37,34,6,6,32,29,43,Train/43/00043_00072_00019.png
37,33,6,5,32,28,43,Train/43/00043_00072_00020.png
37,34,5,5,32,29,43,Train/43/00043_00072_00021.png
38,35,5,6,33,30,43,Train/43/00043_00072_00022.png
40,35,6,5,35,30,43,Train/43/00043_00072_00023.png
40,37,5,6,35,32,43,Train/43/00043_00072_00024.png
42,37,6,5,36,31,43,Train/43/00043_00072_00025.png
42,38,5,5,36,32,43,Train/43/00043_00072_00026.png
44,40,6,6,38,34,43,Train/43/00043_00072_00027.png
44,40,6,6,39,35,43,Train/43/00043_00072_00028.png
45,41,5,5,40,35,43,Train/43/00043_00073_00000.png
47,43,5,6,41,37,43,Train/43/00043_00073_00001.png
49,44,6,5,44,38,43,Train/43/00043_00073_00002.png
51,46,6,5,46,40,43,Train/43/00043_00073_00003.png
54,48,6,6,49,43,43,Train/43/00043_00073_00004.png
57,50,6,5,52,45,43,Train/43/00043_00073_00005.png
58,52,5,5,53,47,43,Train/43/00043_00073_00006.png
63,55,6,5,57,50,43,Train/43/00043_00073_00007.png
64,57,5,5,59,52,43,Train/43/00043_00073_00008.png
71,62,7,5,65,56,43,Train/43/00043_00073_00009.png
75,69,6,7,69,62,43,Train/43/00043_00073_00010.png
81,71,8,7,74,65,43,Train/43/00043_00073_00011.png
88,77,7,7,80,71,43,Train/43/00043_00073_00012.png
95,84,8,8,87,77,43,Train/43/00043_00073_00013.png
28,25,5,5,23,20,43,Train/43/00043_00073_00014.png
30,27,5,5,25,22,43,Train/43/00043_00073_00015.png
31,28,6,6,26,23,43,Train/43/00043_00073_00016.png
30,28,5,6,25,23,43,Train/43/00043_00073_00017.png
30,28,5,6,25,23,43,Train/43/00043_00073_00018.png
31,27,5,5,25,22,43,Train/43/00043_00073_00019.png
31,30,5,6,26,24,43,Train/43/00043_00073_00020.png
31,29,6,6,26,24,43,Train/43/00043_00073_00021.png
32,30,6,6,26,25,43,Train/43/00043_00073_00022.png
33,31,6,5,27,25,43,Train/43/00043_00073_00023.png
35,32,6,5,29,26,43,Train/43/00043_00073_00024.png
35,32,5,5,29,27,43,Train/43/00043_00073_00025.png
37,34,6,5,31,28,43,Train/43/00043_00073_00026.png
37,35,6,6,32,30,43,Train/43/00043_00073_00027.png
39,36,6,6,33,31,43,Train/43/00043_00073_00028.png
40,38,5,6,34,33,43,Train/43/00043_00074_00000.png
42,38,6,5,36,33,43,Train/43/00043_00074_00001.png
42,41,5,6,37,36,43,Train/43/00043_00074_00002.png
45,43,6,6,40,38,43,Train/43/00043_00074_00003.png
47,45,6,6,42,40,43,Train/43/00043_00074_00004.png
48,46,6,6,43,41,43,Train/43/00043_00074_00005.png
50,48,5,5,45,43,43,Train/43/00043_00074_00006.png
52,48,6,6,47,43,43,Train/43/00043_00074_00007.png
57,53,5,5,52,48,43,Train/43/00043_00074_00008.png
58,54,6,6,53,49,43,Train/43/00043_00074_00009.png
62,59,5,6,57,54,43,Train/43/00043_00074_00010.png
71,59,6,5,65,54,43,Train/43/00043_00074_00011.png
73,73,6,7,67,67,43,Train/43/00043_00074_00012.png
86,76,7,6,79,70,43,Train/43/00043_00074_00013.png
99,88,9,8,91,81,43,Train/43/00043_00074_00014.png
27,26,5,5,22,20,43,Train/43/00043_00074_00015.png
28,27,5,6,23,22,43,Train/43/00043_00074_00016.png
29,26,6,5,24,21,43,Train/43/00043_00074_00017.png
28,27,5,6,23,22,43,Train/43/00043_00074_00018.png
28,26,5,5,23,21,43,Train/43/00043_00074_00019.png
31,27,6,5,26,22,43,Train/43/00043_00074_00020.png
31,28,6,6,26,23,43,Train/43/00043_00074_00021.png
31,28,6,6,26,23,43,Train/43/00043_00074_00022.png
31,29,5,6,26,24,43,Train/43/00043_00074_00023.png
34,32,6,6,29,26,43,Train/43/00043_00074_00024.png
36,33,5,6,31,28,43,Train/43/00043_00074_00025.png
37,34,5,6,32,29,43,Train/43/00043_00074_00026.png
38,34,5,6,32,29,43,Train/43/00043_00074_00027.png
40,34,6,6,34,29,43,Train/43/00043_00074_00028.png
39,34,5,5,34,29,43,Train/43/00043_00075_00000.png
42,36,6,5,37,31,43,Train/43/00043_00075_00001.png
45,39,6,5,40,34,43,Train/43/00043_00075_00002.png
47,42,5,5,41,36,43,Train/43/00043_00075_00003.png
50,45,5,5,45,40,43,Train/43/00043_00075_00004.png
55,49,6,5,49,43,43,Train/43/00043_00075_00005.png
56,51,6,6,51,46,43,Train/43/00043_00075_00006.png
59,54,5,5,54,49,43,Train/43/00043_00075_00007.png
64,57,6,5,59,52,43,Train/43/00043_00075_00008.png
70,61,6,5,64,56,43,Train/43/00043_00075_00009.png
76,69,6,6,70,63,43,Train/43/00043_00075_00010.png
86,75,8,6,79,69,43,Train/43/00043_00075_00011.png
97,87,8,7,89,80,43,Train/43/00043_00075_00012.png
111,100,9,8,102,92,43,Train/43/00043_00075_00013.png
131,119,12,11,120,109,43,Train/43/00043_00075_00014.png
166,152,15,14,152,139,43,Train/43/00043_00075_00015.png
29,31,5,6,24,26,43,Train/43/00043_00075_00016.png
31,30,6,5,25,25,43,Train/43/00043_00075_00017.png
31,31,5,6,26,26,43,Train/43/00043_00075_00018.png
